application_type,homeownership,interest_rate,loan_amount
individual,MORTGAGE,9.44,16000
individual,RENT,7.97,16000
joint,OWN,10.91,24000
joint,MORTGAGE,21.45,16000
joint,MORTGAGE,11.98,40000
individual,OWN,30.79,20300
individual,MORTGAGE,6.07,7500
individual,RENT,7.97,8400
individual,MORTGAGE,7.35,40000
individual,MORTGAGE,10.42,17000
individual,OWN,18.45,28250
individual,MORTGAGE,7.97,8400
individual,MORTGAGE,12.61,15000
joint,OWN,10.91,20000
individual,RENT,9.92,20000
individual,MORTGAGE,9.93,40000
individual,MORTGAGE,11.98,22725
individual,RENT,9.43,10000
individual,RENT,10.9,5000
individual,RENT,14.08,15000
individual,RENT,10.41,10500
individual,RENT,15.05,4000
individual,RENT,9.93,2000
individual,OWN,15.05,10000
joint,MORTGAGE,7.34,20000
individual,RENT,15.04,10000
individual,MORTGAGE,14.08,12000
individual,RENT,20.0,18000
individual,MORTGAGE,14.08,10000
individual,MORTGAGE,12.61,16525
individual,MORTGAGE,11.99,18000
individual,RENT,16.01,11000
individual,OWN,16.01,14000
individual,RENT,11.98,1500
individual,RENT,10.41,14000
individual,OWN,18.06,13100
individual,RENT,11.99,20000
individual,MORTGAGE,10.9,5000
individual,MORTGAGE,11.99,16000
individual,RENT,22.91,6000
individual,MORTGAGE,17.09,18000
individual,MORTGAGE,14.08,7000
individual,MORTGAGE,10.41,35000
individual,OWN,6.07,19000
individual,MORTGAGE,15.05,16000
individual,RENT,18.06,15000
joint,MORTGAGE,10.42,6500
individual,MORTGAGE,13.59,24000
individual,RENT,5.32,40000
individual,RENT,6.72,4000
individual,RENT,10.42,4500
joint,OWN,19.03,30000
individual,RENT,9.43,10000
individual,RENT,7.34,5000
individual,RENT,21.85,10000
individual,RENT,14.08,5000
individual,OWN,20.39,8200
individual,MORTGAGE,14.08,30000
individual,RENT,7.96,20000
individual,OWN,15.04,10400
individual,MORTGAGE,15.04,12150
joint,MORTGAGE,6.72,5000
individual,MORTGAGE,10.42,24000
joint,MORTGAGE,12.62,31000
individual,MORTGAGE,18.06,10000
individual,RENT,7.34,2400
individual,MORTGAGE,21.45,24000
individual,RENT,12.61,40000
individual,RENT,9.92,10000
individual,MORTGAGE,5.32,12600
individual,OWN,19.03,20000
joint,MORTGAGE,10.42,10000
individual,MORTGAGE,9.93,15000
individual,RENT,16.02,28000
individual,MORTGAGE,16.02,21275
individual,RENT,18.06,6800
individual,MORTGAGE,5.32,40000
individual,OWN,7.97,5000
individual,MORTGAGE,21.45,20000
individual,RENT,6.71,7500
individual,RENT,16.01,5000
individual,OWN,13.59,3000
joint,OWN,6.08,3200
individual,RENT,10.9,25000
individual,RENT,13.59,1500
individual,RENT,11.98,10000
individual,MORTGAGE,11.98,30000
individual,MORTGAGE,10.9,21000
individual,OWN,5.32,10000
individual,RENT,18.45,32000
individual,MORTGAGE,16.02,16000
individual,OWN,19.03,18000
individual,RENT,13.59,12000
individual,RENT,5.31,3500
individual,RENT,11.98,3000
individual,RENT,18.45,5000
individual,MORTGAGE,16.02,10000
individual,RENT,12.62,32000
individual,MORTGAGE,9.93,20000
individual,RENT,10.91,12000
individual,RENT,10.91,6000
individual,RENT,7.35,9500
individual,RENT,11.99,15000
individual,MORTGAGE,25.82,20000
individual,OWN,7.97,9600
joint,MORTGAGE,14.08,10000
individual,RENT,9.44,20000
individual,RENT,15.05,6000
joint,RENT,13.59,18000
individual,MORTGAGE,11.98,40000
individual,RENT,13.58,35000
individual,RENT,6.72,12000
individual,RENT,13.59,15000
individual,OWN,7.34,35000
joint,MORTGAGE,9.93,24000
individual,RENT,10.9,16000
individual,RENT,10.41,6000
individual,MORTGAGE,6.08,20000
individual,RENT,14.07,7200
individual,MORTGAGE,6.72,20000
individual,OWN,10.42,25000
individual,RENT,10.42,3200
joint,MORTGAGE,14.08,16000
individual,MORTGAGE,6.71,15000
individual,MORTGAGE,21.45,10000
joint,MORTGAGE,20.0,20000
individual,RENT,17.47,5000
individual,RENT,6.08,7000
individual,RENT,5.32,7200
individual,RENT,19.03,7000
individual,MORTGAGE,17.09,30000
joint,MORTGAGE,10.42,11000
individual,MORTGAGE,9.93,15000
individual,RENT,18.06,18000
individual,MORTGAGE,10.91,40000
individual,MORTGAGE,6.71,35000
joint,RENT,11.98,40000
individual,MORTGAGE,11.99,12000
joint,OWN,18.06,25700
individual,OWN,21.85,19000
joint,OWN,25.81,30000
individual,MORTGAGE,9.93,20000
individual,OWN,10.9,5000
individual,RENT,5.32,14000
joint,MORTGAGE,24.85,35000
individual,MORTGAGE,20.39,10000
individual,RENT,9.44,10000
individual,MORTGAGE,7.34,10000
individual,OWN,7.96,16000
individual,RENT,19.42,35000
individual,MORTGAGE,13.58,20000
individual,MORTGAGE,6.07,13000
individual,MORTGAGE,6.08,25000
joint,MORTGAGE,9.44,16800
individual,MORTGAGE,6.08,10000
joint,MORTGAGE,6.72,17000
individual,RENT,7.35,25000
individual,MORTGAGE,6.71,15000
individual,OWN,19.42,35000
joint,OWN,24.84,30000
individual,MORTGAGE,18.06,3000
individual,RENT,12.61,6500
individual,MORTGAGE,14.08,19000
individual,RENT,10.42,20000
individual,RENT,9.92,3000
individual,RENT,16.02,5000
individual,MORTGAGE,6.07,20000
joint,MORTGAGE,18.06,21700
individual,MORTGAGE,24.84,19675
individual,MORTGAGE,7.34,10000
individual,MORTGAGE,19.03,25000
individual,RENT,13.59,5000
individual,RENT,11.99,15000
individual,RENT,12.62,12000
individual,MORTGAGE,6.07,10000
individual,MORTGAGE,9.92,2000
joint,MORTGAGE,9.43,25000
individual,RENT,10.91,2800
individual,RENT,9.93,17600
individual,RENT,11.99,6000
individual,RENT,9.93,5000
joint,RENT,15.05,32000
individual,MORTGAGE,6.08,6000
individual,MORTGAGE,14.07,5000
individual,MORTGAGE,14.08,5600
individual,RENT,7.35,10000
individual,RENT,6.08,19200
individual,OWN,16.02,7000
joint,OWN,9.43,21700
individual,RENT,10.9,1200
individual,OWN,10.91,3200
individual,MORTGAGE,9.93,35000
individual,RENT,7.96,6500
joint,MORTGAGE,10.9,15000
individual,RENT,12.62,3000
individual,RENT,12.62,11000
individual,MORTGAGE,17.47,20000
individual,MORTGAGE,19.03,6600
individual,RENT,14.08,18000
individual,RENT,6.72,40000
individual,RENT,9.93,11200
individual,MORTGAGE,6.08,10000
individual,MORTGAGE,5.32,30675
individual,RENT,9.43,30000
individual,OWN,11.99,18000
individual,MORTGAGE,13.58,10000
individual,MORTGAGE,11.99,5600
individual,RENT,6.72,3500
individual,MORTGAGE,11.99,24000
individual,RENT,9.43,3000
joint,MORTGAGE,5.31,14000
individual,RENT,13.59,10000
individual,MORTGAGE,10.42,16200
individual,RENT,18.45,5000
individual,MORTGAGE,6.72,32000
joint,MORTGAGE,15.04,40000
individual,MORTGAGE,14.07,12000
individual,RENT,22.91,10000
individual,MORTGAGE,16.02,10000
individual,MORTGAGE,16.01,35000
individual,MORTGAGE,6.72,18000
individual,OWN,10.9,12000
individual,RENT,10.42,14000
individual,RENT,11.99,11000
individual,MORTGAGE,14.08,40000
individual,MORTGAGE,12.62,24000
individual,MORTGAGE,13.59,35000
individual,RENT,17.09,24000
joint,OWN,11.99,30000
individual,MORTGAGE,18.45,7000
individual,RENT,9.92,6000
individual,RENT,26.77,12800
individual,MORTGAGE,6.72,40000
individual,MORTGAGE,16.01,12400
joint,MORTGAGE,5.31,20000
joint,MORTGAGE,19.42,36250
individual,OWN,17.47,9600
joint,MORTGAGE,11.99,5000
individual,RENT,13.59,2200
individual,MORTGAGE,6.71,25000
individual,RENT,16.02,28000
individual,MORTGAGE,6.07,40000
individual,MORTGAGE,17.47,15000
joint,MORTGAGE,23.88,15000
individual,RENT,15.04,5000
joint,MORTGAGE,11.98,32000
individual,MORTGAGE,16.01,24000
individual,OWN,7.35,24000
individual,MORTGAGE,7.96,11000
individual,MORTGAGE,13.58,35000
individual,RENT,11.99,15000
joint,RENT,20.0,16000
individual,RENT,13.58,4925
individual,RENT,7.35,10000
individual,RENT,7.97,16000
individual,MORTGAGE,16.02,30000
individual,OWN,19.42,20000
joint,MORTGAGE,9.93,30000
individual,RENT,12.61,5500
individual,RENT,7.35,9000
individual,MORTGAGE,6.71,18000
individual,RENT,14.08,10000
joint,MORTGAGE,10.41,18000
individual,RENT,19.42,10000
individual,MORTGAGE,5.31,2000
joint,MORTGAGE,18.06,19225
individual,MORTGAGE,11.99,30000
individual,RENT,14.08,4000
individual,MORTGAGE,15.05,20000
joint,RENT,14.07,9600
individual,RENT,7.35,40000
individual,MORTGAGE,17.47,12000
individual,MORTGAGE,21.85,34975
joint,MORTGAGE,16.01,15000
individual,MORTGAGE,13.59,8000
individual,RENT,11.99,40000
individual,MORTGAGE,12.62,13000
individual,MORTGAGE,10.9,10000
individual,RENT,9.44,40000
individual,OWN,10.41,4000
individual,RENT,6.72,10000
individual,RENT,17.09,10000
individual,RENT,14.08,4000
individual,MORTGAGE,16.01,30000
joint,MORTGAGE,5.32,28800
individual,RENT,6.72,12000
joint,RENT,7.34,11000
individual,MORTGAGE,7.34,6000
individual,RENT,20.39,14000
individual,MORTGAGE,14.07,20000
individual,MORTGAGE,15.04,11200
individual,MORTGAGE,6.07,20000
individual,MORTGAGE,13.59,15000
individual,RENT,14.08,26000
individual,RENT,11.99,7800
individual,RENT,13.58,30000
individual,RENT,9.93,10000
individual,MORTGAGE,6.08,7500
individual,RENT,13.59,24400
individual,RENT,10.42,10000
individual,RENT,6.72,10000
individual,RENT,12.61,18000
individual,OWN,14.08,15000
individual,MORTGAGE,18.06,15000
individual,RENT,9.44,14000
individual,OWN,11.99,1500
individual,MORTGAGE,7.35,13000
individual,RENT,7.34,10000
joint,MORTGAGE,16.01,40000
individual,OWN,19.03,6000
individual,OWN,9.44,24000
joint,RENT,15.05,9600
individual,RENT,18.45,26500
individual,OWN,9.93,4500
individual,MORTGAGE,6.07,16000
individual,RENT,9.44,6000
individual,OWN,6.71,21600
individual,MORTGAGE,13.58,28000
individual,RENT,20.0,18000
individual,MORTGAGE,15.05,17000
individual,RENT,17.09,6650
individual,MORTGAGE,17.09,12000
individual,MORTGAGE,9.44,4500
individual,OWN,10.42,36000
individual,RENT,11.99,30000
individual,OWN,13.58,15000
individual,MORTGAGE,15.05,5000
individual,MORTGAGE,7.35,40000
individual,MORTGAGE,9.44,4000
individual,MORTGAGE,10.9,14000
individual,OWN,14.08,20000
individual,MORTGAGE,10.91,20000
individual,RENT,17.09,18000
individual,MORTGAGE,9.44,40000
individual,MORTGAGE,15.05,24000
individual,RENT,7.34,8000
individual,MORTGAGE,11.99,15000
individual,RENT,15.04,7000
individual,MORTGAGE,23.88,5000
individual,RENT,24.84,16100
individual,OWN,18.45,15000
individual,MORTGAGE,21.45,35000
individual,MORTGAGE,10.41,8300
individual,MORTGAGE,6.07,3500
individual,RENT,14.08,10400
individual,RENT,11.99,6000
individual,MORTGAGE,9.43,32000
individual,RENT,10.41,20000
individual,OWN,16.02,20000
individual,MORTGAGE,12.61,36000
individual,MORTGAGE,10.91,7200
individual,MORTGAGE,6.07,2000
individual,MORTGAGE,10.41,20000
individual,RENT,6.08,8000
individual,RENT,9.44,15000
individual,RENT,13.59,8400
individual,RENT,7.97,24000
individual,RENT,7.35,7700
individual,RENT,10.91,1500
individual,RENT,18.06,2000
individual,RENT,13.59,13000
individual,MORTGAGE,10.41,35000
joint,RENT,14.07,10000
individual,OWN,12.62,16000
individual,OWN,10.9,10000
individual,MORTGAGE,16.02,12000
individual,MORTGAGE,12.62,23000
individual,RENT,12.61,8000
individual,MORTGAGE,10.91,8400
individual,OWN,12.62,35000
individual,MORTGAGE,6.72,25000
joint,MORTGAGE,14.08,25000
individual,RENT,18.06,16000
individual,RENT,10.42,15000
individual,RENT,13.59,17000
individual,MORTGAGE,7.97,11200
individual,MORTGAGE,16.02,2000
joint,RENT,18.06,10000
joint,RENT,16.01,9500
individual,MORTGAGE,9.93,20000
individual,MORTGAGE,7.97,10000
individual,RENT,12.61,35000
individual,MORTGAGE,7.34,8000
individual,RENT,10.42,6000
individual,MORTGAGE,10.91,40000
individual,RENT,6.07,1500
individual,MORTGAGE,9.44,20000
joint,RENT,18.06,16800
joint,MORTGAGE,30.79,35500
individual,RENT,9.93,38825
individual,OWN,16.02,14500
joint,MORTGAGE,10.41,30000
joint,MORTGAGE,19.03,32000
individual,MORTGAGE,12.62,20000
individual,MORTGAGE,7.97,20000
individual,MORTGAGE,9.93,20000
individual,MORTGAGE,12.62,10000
individual,RENT,14.08,12000
individual,RENT,17.47,35000
individual,MORTGAGE,16.02,16400
individual,OWN,11.99,5000
individual,MORTGAGE,10.41,10000
individual,MORTGAGE,21.85,25000
individual,RENT,17.09,10000
individual,RENT,18.06,10000
individual,RENT,11.99,20000
joint,MORTGAGE,12.62,16000
individual,RENT,10.9,30000
individual,MORTGAGE,7.34,15750
individual,RENT,18.06,2200
individual,RENT,19.03,21000
joint,MORTGAGE,15.05,6500
individual,OWN,9.43,24725
individual,RENT,11.99,8400
individual,RENT,7.97,1450
joint,OWN,9.44,20000
individual,MORTGAGE,26.77,6100
joint,MORTGAGE,10.42,20000
individual,OWN,9.92,18000
individual,MORTGAGE,17.09,20000
individual,MORTGAGE,16.02,28000
joint,OWN,10.9,16800
individual,MORTGAGE,16.02,10000
individual,RENT,15.04,5000
individual,OWN,5.31,13000
individual,RENT,14.07,7200
individual,RENT,13.59,2975
individual,OWN,6.72,20000
individual,RENT,6.08,6000
individual,RENT,7.34,14000
individual,MORTGAGE,10.42,10000
individual,RENT,21.85,25000
individual,RENT,11.99,5000
joint,MORTGAGE,6.72,2500
joint,MORTGAGE,15.04,30000
individual,MORTGAGE,17.09,20000
individual,RENT,9.93,9000
individual,MORTGAGE,13.58,27400
joint,OWN,16.01,40000
joint,MORTGAGE,6.08,40000
individual,MORTGAGE,10.91,8000
individual,OWN,6.07,5000
joint,RENT,26.3,12800
individual,OWN,12.62,33600
individual,MORTGAGE,21.45,13000
joint,RENT,18.45,12000
individual,MORTGAGE,9.44,18000
joint,MORTGAGE,6.08,17000
individual,RENT,7.97,3200
individual,RENT,13.58,13500
individual,MORTGAGE,14.07,19200
individual,OWN,9.93,10500
individual,OWN,5.31,8000
individual,RENT,10.41,10000
individual,RENT,6.08,15000
individual,OWN,6.07,12000
individual,OWN,13.58,15600
individual,RENT,18.06,5900
individual,OWN,9.93,9600
individual,OWN,10.41,12000
individual,RENT,10.41,25000
individual,MORTGAGE,17.09,22325
individual,RENT,9.92,8400
individual,RENT,15.05,15000
individual,RENT,7.96,30000
joint,OWN,9.92,25000
individual,MORTGAGE,6.08,16000
individual,RENT,16.01,6500
joint,RENT,21.45,12000
individual,RENT,16.02,5000
joint,RENT,6.08,30000
individual,OWN,6.08,3000
individual,RENT,17.09,17000
individual,OWN,12.62,20000
individual,OWN,5.32,3000
individual,RENT,16.01,10000
individual,MORTGAGE,10.91,2300
individual,MORTGAGE,9.44,12000
individual,RENT,9.92,5600
individual,MORTGAGE,16.01,25000
joint,OWN,20.0,1750
individual,MORTGAGE,13.59,16000
joint,MORTGAGE,14.08,18400
individual,RENT,17.09,26000
individual,RENT,14.08,15000
individual,OWN,23.87,10000
joint,OWN,9.92,19200
individual,MORTGAGE,9.92,9800
individual,RENT,10.91,7700
individual,OWN,16.01,4500
individual,OWN,7.35,6600
individual,MORTGAGE,16.01,13825
individual,MORTGAGE,20.39,24000
individual,RENT,10.41,16000
individual,RENT,12.62,9000
joint,MORTGAGE,16.02,28975
individual,RENT,21.45,31200
individual,RENT,24.85,35000
individual,OWN,21.85,20000
individual,MORTGAGE,10.9,16000
joint,MORTGAGE,11.98,10000
individual,RENT,7.97,4500
joint,MORTGAGE,16.01,40000
individual,MORTGAGE,10.9,10000
individual,OWN,12.62,20000
joint,MORTGAGE,10.41,33600
individual,RENT,15.04,20000
individual,MORTGAGE,19.42,16500
individual,OWN,25.81,30000
individual,RENT,16.02,8500
individual,RENT,6.71,6800
individual,MORTGAGE,12.62,15400
individual,MORTGAGE,9.93,15000
individual,MORTGAGE,18.45,30000
individual,RENT,13.59,6500
individual,OWN,13.59,19200
individual,RENT,23.88,27000
individual,MORTGAGE,7.35,12800
individual,RENT,10.9,10000
joint,MORTGAGE,22.91,32000
individual,OWN,14.08,10000
individual,RENT,7.35,10500
individual,RENT,17.47,12500
individual,MORTGAGE,10.42,10000
individual,MORTGAGE,9.92,1200
individual,RENT,9.92,20000
individual,OWN,25.82,30000
individual,OWN,6.72,14000
individual,MORTGAGE,6.08,10000
individual,MORTGAGE,16.02,20000
individual,MORTGAGE,7.35,3500
joint,MORTGAGE,9.43,18000
individual,MORTGAGE,16.02,25000
individual,MORTGAGE,7.96,15000
joint,RENT,6.07,8000
individual,RENT,15.05,1000
individual,RENT,19.03,8000
individual,MORTGAGE,18.06,1125
individual,OWN,5.32,35000
individual,RENT,9.43,9000
joint,MORTGAGE,21.45,23000
individual,RENT,19.03,20000
individual,RENT,13.59,10000
individual,RENT,5.32,25000
individual,MORTGAGE,9.92,15300
individual,MORTGAGE,19.03,18000
joint,MORTGAGE,12.61,33000
individual,RENT,6.08,18000
individual,MORTGAGE,28.72,24450
individual,RENT,12.61,15000
individual,RENT,7.35,6000
individual,OWN,6.08,16000
individual,RENT,6.08,10000
individual,RENT,10.91,7200
individual,RENT,19.03,10000
individual,RENT,7.96,3000
individual,OWN,6.08,32000
individual,MORTGAGE,6.71,2000
individual,MORTGAGE,19.42,6000
individual,MORTGAGE,9.93,7000
individual,OWN,7.96,2000
individual,MORTGAGE,17.09,40000
individual,MORTGAGE,21.45,35000
individual,RENT,19.03,15000
individual,MORTGAGE,14.08,15000
individual,MORTGAGE,13.58,30000
individual,OWN,13.59,23000
individual,MORTGAGE,10.41,15000
individual,MORTGAGE,17.09,10000
individual,MORTGAGE,9.93,3000
individual,OWN,9.43,40000
individual,MORTGAGE,17.09,25000
individual,RENT,22.91,12900
joint,OWN,9.93,30000
individual,MORTGAGE,9.93,15000
individual,MORTGAGE,15.05,35000
individual,RENT,10.42,25000
individual,RENT,7.35,35000
individual,RENT,10.91,12000
individual,MORTGAGE,9.44,10000
individual,RENT,12.61,8000
individual,RENT,11.99,25000
individual,RENT,15.05,8000
individual,MORTGAGE,11.99,14000
individual,RENT,19.03,10000
individual,MORTGAGE,9.44,6000
individual,OWN,9.93,2800
individual,OWN,20.0,12000
individual,RENT,20.0,12800
individual,RENT,10.41,13000
individual,MORTGAGE,11.99,5000
individual,MORTGAGE,13.59,22175
individual,RENT,9.93,10000
individual,RENT,10.42,8800
joint,RENT,7.97,9000
individual,MORTGAGE,7.35,17000
individual,RENT,13.58,16000
individual,OWN,13.59,20000
individual,OWN,7.97,10000
individual,MORTGAGE,6.71,10000
individual,OWN,21.45,20400
individual,RENT,9.44,10000
individual,MORTGAGE,10.41,7000
individual,MORTGAGE,9.92,10000
individual,RENT,16.02,20000
individual,MORTGAGE,9.93,10000
individual,OWN,16.01,15000
individual,RENT,12.62,2000
individual,RENT,9.92,4000
individual,OWN,11.99,5000
individual,RENT,21.85,1000
individual,RENT,26.3,25000
individual,MORTGAGE,9.92,14000
individual,OWN,13.58,14000
individual,MORTGAGE,14.08,6000
individual,RENT,6.08,18000
individual,MORTGAGE,9.44,18000
individual,RENT,21.45,10000
individual,MORTGAGE,12.61,20000
individual,OWN,6.71,40000
individual,RENT,6.72,20000
joint,MORTGAGE,18.45,39725
individual,MORTGAGE,12.61,3500
individual,RENT,19.42,23000
individual,RENT,12.62,15000
individual,OWN,5.32,40000
individual,MORTGAGE,9.93,5000
joint,OWN,9.93,23500
individual,RENT,10.41,6000
individual,OWN,6.71,7000
individual,RENT,10.41,8000
joint,MORTGAGE,26.77,24750
individual,MORTGAGE,10.91,20000
individual,MORTGAGE,11.99,23175
joint,RENT,19.42,8500
individual,RENT,9.44,10000
joint,MORTGAGE,18.45,24000
individual,RENT,22.91,15000
individual,OWN,11.99,14000
individual,MORTGAGE,6.07,11000
individual,OWN,14.07,16000
individual,OWN,7.35,22000
individual,RENT,6.71,5000
individual,MORTGAGE,19.42,35000
individual,RENT,15.04,40000
individual,OWN,5.32,12000
individual,MORTGAGE,11.99,40000
individual,MORTGAGE,16.02,27000
individual,MORTGAGE,12.61,32000
individual,RENT,11.98,15000
individual,MORTGAGE,16.02,1600
individual,MORTGAGE,5.32,4000
individual,MORTGAGE,6.71,16000
individual,RENT,19.42,22050
individual,MORTGAGE,6.71,10000
individual,OWN,21.45,10800
individual,MORTGAGE,12.62,5000
individual,RENT,9.43,20000
individual,MORTGAGE,6.71,10000
individual,MORTGAGE,18.06,15000
individual,OWN,17.47,30000
individual,RENT,9.43,11500
individual,RENT,11.98,18000
joint,MORTGAGE,5.32,40000
individual,RENT,18.06,9600
individual,MORTGAGE,7.96,6000
joint,MORTGAGE,7.35,14500
individual,MORTGAGE,9.43,30000
individual,RENT,11.99,30000
individual,RENT,6.08,11000
individual,RENT,21.45,25000
individual,MORTGAGE,9.44,5000
individual,MORTGAGE,14.08,8000
individual,RENT,9.92,16000
individual,MORTGAGE,9.43,24000
individual,MORTGAGE,15.05,4800
individual,MORTGAGE,15.05,6000
individual,MORTGAGE,5.31,36000
individual,RENT,16.01,4000
individual,RENT,11.99,3000
individual,RENT,12.61,36000
individual,MORTGAGE,16.02,15000
joint,OWN,12.62,10800
individual,RENT,19.03,1000
joint,MORTGAGE,11.99,10050
individual,MORTGAGE,11.99,16000
individual,RENT,15.05,8000
individual,MORTGAGE,7.35,8500
individual,RENT,19.03,35000
individual,MORTGAGE,6.72,21000
individual,MORTGAGE,11.98,10000
individual,RENT,19.42,30000
individual,MORTGAGE,12.61,15000
joint,MORTGAGE,14.07,18000
joint,MORTGAGE,12.62,27600
individual,RENT,19.03,13200
individual,RENT,15.05,1500
individual,RENT,10.91,13125
individual,OWN,9.44,5000
joint,MORTGAGE,9.43,20000
individual,MORTGAGE,14.07,3000
individual,OWN,13.59,5000
individual,RENT,10.91,30000
individual,RENT,11.98,5000
individual,RENT,16.02,6000
individual,MORTGAGE,10.41,15000
individual,MORTGAGE,7.35,20000
individual,RENT,30.79,18750
individual,RENT,10.42,35000
individual,RENT,13.59,28000
joint,RENT,25.81,12500
individual,RENT,10.42,31000
joint,MORTGAGE,5.31,40000
individual,MORTGAGE,9.93,10000
individual,MORTGAGE,10.91,40000
individual,RENT,6.08,8000
joint,RENT,7.96,40000
